battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,battery_power_scaled,clock_speed_scaled,fc_scaled,int_memory_scaled,m_dep_scaled,mobile_wt_scaled,n_cores_scaled,pc_scaled,px_height_scaled,px_width_scaled,ram_scaled,sc_h_scaled,sc_w_scaled,talk_time_scaled,CatRam,SqPx,Perfomance
501,1,0.5,1,14,0,22,0.5,174,6,20,239,1636,3077,17,3,17,0,0,0,2,-1.6788174422066329,-1.253064196519815,2.2326498041957428,-0.5537953501451016,-0.006069151494834045,0.95366582002808,0.6468424962717764,1.6631757945078938,-0.915338282316289,0.8898221871931203,0.8785812973122666,1.1142655626114704,-0.6353166675633032,1.0963665686994153,3,391004,9.5048828125
909,1,1.4,0,0,0,53,0.3,82,8,0,635,973,3187,12,9,4,1,0,0,2,-0.7500847847610145,-0.14985287163076313,-0.9928903907106499,1.1550242242836197,-0.6996864651901419,-1.6458795398896513,1.5212493854529545,-1.635630759779593,-0.022782706466390718,-0.6445754546078852,0.9800141912375084,-0.07276497175677328,0.7423125356820234,-1.2834573406497911,3,617855,12.5123046875
1224,1,1.8,1,2,1,44,0.2,139,2,9,622,709,621,11,4,14,1,1,1,0,-0.03304854188020618,0.3404632727643712,-0.532098934295451,0.658915315578507,-1.0464951220377958,-0.03529165385366558,-1.1019712820905798,-0.15116781035022395,-0.052083773350352025,-1.2555573210263853,-1.386138588873132,-0.310171078630422,-0.4057118003557487,0.5471764357726754,0,440998,4.4064453125
1084,1,2.6,0,3,1,40,0.9,107,3,11,322,771,1945,15,4,10,1,1,0,1,-0.35173131649389877,1.3210955615546396,-0.3017032060878515,0.4384224672651236,1.3811654758957816,-0.939481344259833,-0.6647678374999907,0.17871284507852472,-0.7282622399033052,-1.1120691554281013,-0.16525539290022162,0.6394533488641729,-0.4057118003557487,-0.18507707479631122,1,248262,7.4994140625
1970,0,1.6,1,11,1,58,0.3,80,8,19,654,882,2372,14,12,2,1,1,0,2,1.6650753857041845,0.0953052005668042,1.5414626195729444,1.430640284675349,-0.6996864651901419,-1.7023913955400367,1.5212493854529545,1.4982354667935194,0.02004192974862965,-0.855179052502141,0.228488658973217,0.40204724199052416,1.4311271373046865,-1.6495840959342845,2,576828,11.91640625
1308,0,1.3,1,8,0,46,0.9,199,1,12,275,989,488,5,3,9,0,1,0,0,0.15816112288800938,-0.2724319077295465,0.8502754349501459,0.7691617397351987,1.3811654758957816,1.6600640156578983,-1.5391747266811688,0.34365317279289903,-0.8341968663299346,-0.6075462505825217,-1.5087801788009243,-1.7346077198723144,-0.6353166675633032,-0.36814045243855786,0,271975,2.7765625
618,1,2.2,1,0,1,63,0.9,138,2,1,853,1781,2574,14,3,5,1,1,0,2,-1.4124896948509043,0.8307794171595057,-0.9928903907106499,1.706256345067078,1.3811654758957816,-0.06354758167885831,-1.1019712820905798,-1.4706904320652185,0.46857364589542194,1.2253993486729782,0.41475633690866104,0.40204724199052416,-0.6353166675633032,-1.1003939630075446,2,1519193,6.713671875
1778,0,0.5,0,0,0,15,0.5,102,3,0,1445,1954,1214,5,0,14,1,0,0,1,1.2280247233768344,-1.253064196519815,-0.9928903907106499,-0.9396578346935226,-0.006069151494834045,-1.0807609833857965,-0.6647678374999907,-1.635630759779593,1.802899153226583,1.6257776171972225,-0.8393230788943284,-1.7346077198723144,-1.3241312691859664,0.5471764357726754,1,2823530,4.685546875
1537,0,2.9,0,11,1,46,0.8,158,4,17,686,1305,2857,17,14,2,1,1,1,3,0.6794350899346923,1.6888326698509901,1.5414626195729444,0.7691617397351987,1.0343568190481278,0.5015709748249962,-0.22756439290940167,1.1683548113647708,0.09216763284761133,0.12378052891841014,0.675715509461783,1.1142655626114704,1.8903368717197957,-1.6495840959342845,2,895230,9.6900390625
1701,1,1.6,1,3,0,10,0.3,194,8,7,550,1338,2598,12,9,6,0,1,0,2,1.0527491973393035,0.0953052005668042,-0.3017032060878515,-1.2152738950852517,-0.6996864651901419,1.5187843765319347,1.5212493854529545,-0.4810484657789726,-0.2143666053230608,0.20015326222072263,0.43688715012871376,-0.07276497175677328,0.7423125356820234,-0.9173305853652978,2,735900,12.137109375
1018,0,2.2,0,8,0,16,0.6,153,8,10,992,1433,3143,17,12,20,0,1,0,3,-0.5019674816689252,0.8307794171595057,0.8502754349501459,-0.8845346226151768,0.34073950535281977,0.36029133569903266,1.5212493854529545,0.013772517364150388,0.7818696687316236,0.42001416112131923,0.9394410336674117,1.1142655626114704,1.4311271373046865,1.6455567016261552,3,1421536,13.2693359375
772,1,2.4,1,1,1,10,0.5,80,4,2,1242,1712,3242,18,11,4,1,1,0,3,-1.0619386427758424,1.0759374893570723,-0.7624946625030504,-1.2152738950852517,-0.006069151494834045,-1.7023913955400367,-0.22756439290940167,-1.3057501043508444,1.345351724192418,1.0657109063135977,1.0307306382001293,1.351671669485119,1.2015222700971322,-1.2834573406497911,3,2126304,9.566015625
1545,0,1.3,1,15,1,35,0.1,173,5,20,115,1352,3197,14,9,6,1,0,1,3,0.6976455341983319,-0.2724319077295465,2.4630455324033425,0.16280640687339437,-1.3933037788854497,0.9254098922028873,0.20963905168118738,1.6631757945078938,-1.1948253818248429,0.2325538157429158,0.9892353634125305,0.40204724199052416,0.7423125356820234,-0.9173305853652978,3,155480,9.4220703125
825,1,0.5,1,7,0,52,0.9,130,3,10,597,863,3534,10,4,6,0,1,0,3,-0.9412944495292301,-1.253064196519815,0.6198797067425464,1.0999010122052737,1.3811654758957816,-0.28959500428040014,-0.6647678374999907,0.013772517364150388,-0.10843197889643146,-0.8991512322822602,1.2999888657107712,-0.5475771855040708,-0.4057118003557487,-0.9173305853652978,3,515211,6.951171875
1871,0,2.1,0,4,1,41,0.4,144,8,5,275,1966,2727,15,8,11,1,0,0,3,1.4397211379416446,0.7082003810607219,-0.07130747788025202,0.49354567934346943,-0.3528778083424879,0.10598798527229807,1.5212493854529545,-0.8109291212077213,-0.8341968663299346,1.6535495202162453,0.5558402711864974,0.6394533488641729,0.5127076684744689,-0.002013697154064573,2,540650,12.7630859375
1379,0,1.1,0,5,1,36,0.8,200,2,7,538,1376,3426,5,4,17,1,1,1,3,0.31977881572781064,-0.5175899799271135,0.15908825032734747,0.2179296189517402,1.0343568190481278,1.688319943483091,-1.1019712820905798,-0.4810484657789726,-0.24141374398517892,0.28809762178096127,1.200400206220534,-1.7346077198723144,-0.4057118003557487,1.0963665686994153,3,740288,6.445703125
1729,1,2.1,1,1,0,12,0.9,186,1,6,461,1178,1519,9,4,5,1,0,1,1,1.1164857522620422,0.7082003810607219,-0.7624946625030504,-1.1050274709285601,1.3811654758957816,1.2927369539303928,-1.5391747266811688,-0.6459887934933469,-0.41496621706710357,-0.17013877803291372,-0.558077327556158,-0.7849832923777195,-0.4057118003557487,-1.1003939630075446,1,543058,4.5833984375
1166,0,2.0,0,3,1,25,0.8,198,5,4,59,1203,2488,13,5,15,1,0,0,2,-0.16507426279159312,0.5856213449619383,-0.3017032060878515,-0.38842571391006414,1.0343568190481278,1.6318080878327055,0.20963905168118738,-0.9758694489220956,-1.321045362248061,-0.11228064674328303,0.33545425620347197,0.16464113511687545,-0.1761069331481943,0.7302398134149221,2,70977,9.4296875
680,1,2.1,1,9,1,9,0.1,131,3,11,1428,1500,2438,14,2,17,1,0,0,2,-1.2713587518076974,0.7082003810607219,1.0806711631577455,-1.2703971071635978,-1.3933037788854497,-0.26133907645520743,-0.6647678374999907,0.17871284507852472,1.7645823734552488,0.5750739529775294,0.2893483953283621,0.40204724199052416,-0.8649215347708576,1.0963665686994153,2,2142000,7.480859375
1659,0,2.8,0,5,0,16,0.6,89,1,20,819,902,3255,19,14,9,0,0,1,3,0.9571443649551958,1.5662536337522064,0.15908825032734747,-0.8845346226151768,0.34073950535281977,-1.448088045113302,-1.5391747266811688,1.6631757945078938,0.3919400863527539,-0.8088925474704364,1.042718162027658,1.5890777763587678,1.8903368717197957,-0.36814045243855786,3,738738,6.9787109375
1106,1,1.9,0,4,0,54,0.7,107,3,9,614,1212,2674,9,3,9,1,0,1,2,-0.30165259476888995,0.4630423088631546,-0.07130747788025202,1.2101474363619655,0.6875481622004737,-0.939481344259833,-0.6647678374999907,-0.15116781035022395,-0.07011519912509745,-0.09145171947901598,0.5069680586588808,-0.7849832923777195,-0.6353166675633032,-0.36814045243855786,2,744168,7.511328125
826,1,2.4,1,0,1,58,0.3,88,4,1,179,786,2863,9,3,18,1,0,1,2,-0.9390181439962751,1.0759374893570723,-0.9928903907106499,1.430640284675349,-0.6996864651901419,-1.4763439729384948,-0.22756439290940167,-1.4706904320652185,-1.0505739756268795,-1.0773542766543227,0.6812482127667963,-0.7849832923777195,-0.6353166675633032,1.279429946341662,2,140694,9.1958984375
635,1,0.6,1,1,1,50,0.3,97,5,13,193,989,2107,13,12,12,1,0,0,1,-1.37379250079067,-1.1304851604210315,-0.7624946625030504,0.9896545880485821,-0.6996864651901419,-1.2220406225117602,0.20963905168118738,0.5085935005072734,-1.0190189805210752,-0.6075462505825217,-0.015872403664865514,0.16464113511687545,1.4311271373046865,0.18104968048818207,1,190877,7.6576171875
1564,0,2.3,0,4,1,25,0.5,189,6,17,1259,1965,1496,6,4,7,1,1,1,1,0.7408953393244758,0.9533584532582887,-0.07130747788025202,-0.38842571391006414,-0.006069151494834045,1.377504737405971,0.6468424962717764,1.1683548113647708,1.383668503963752,1.65123519496466,-0.5792860235587086,-1.4972016129986656,-0.4057118003557487,-0.7342672077230512,1,2473935,9.7609375
618,0,0.6,0,8,0,16,0.2,143,1,14,1105,1602,2262,16,15,4,0,1,0,2,-1.4124896948509043,-1.1304851604210315,0.8502754349501459,-0.8845346226151768,-1.0464951220377958,0.07773205744710533,-1.5391747266811688,0.6735338282216478,1.0365635577999026,0.8111351286392227,0.1270557650479752,0.8768594557378216,2.1199417389273503,-1.2834573406497911,2,1770210,3.808984375
1957,0,0.9,1,11,0,31,0.6,181,3,16,396,1732,3801,12,0,7,1,0,1,3,1.6354834137757701,-0.7627480521246808,1.5414626195729444,-0.05768644143998903,0.34073950535281977,1.1514573148044291,-0.6647678374999907,1.0034144836503964,-0.5614715514869101,1.1119974113453022,1.5461941627838582,-0.07276497175677328,-1.3241312691859664,-0.7342672077230512,3,685872,7.6119140625
1671,0,0.5,1,13,0,5,0.9,179,8,18,398,1263,815,16,6,10,1,1,1,0,0.9844600313506552,-1.253064196519815,2.0022540759881435,-1.490889955476981,1.3811654758957816,1.0949454591540435,1.5212493854529545,1.333295139079145,-0.5569636950432237,0.0265788683518306,-1.2072478486777054,0.8768594557378216,0.053497934059360104,-0.18507707479631122,0,502674,9.2958984375
1571,0,1.4,0,0,1,19,0.1,100,6,1,713,1398,666,12,10,13,1,1,0,0,0.7568294780551604,-0.14985287163076313,-0.9928903907106499,-0.7191649863801393,-1.3933037788854497,-1.1372728390361821,0.6468424962717764,-1.4706904320652185,0.15302369483737713,0.3390127773158363,-1.344643314085533,-0.07276497175677328,0.9719174028895778,0.3641130581304287,0,996774,8.050390625
1562,1,1.2,1,0,1,52,0.1,105,7,9,480,728,2829,13,10,3,1,1,1,2,0.736342728258566,-0.3950109438283302,-0.9928903907106499,1.0999010122052737,-1.3933037788854497,-0.9959931999102184,1.0840459408623655,-0.15116781035022395,-0.3721415808520832,-1.211585141246266,0.6498962273717216,0.16464113511687545,0.9719174028895778,-1.4665207182920377,2,349440,10.9626953125
1414,0,2.0,1,2,0,54,0.8,99,7,3,262,829,3799,17,7,7,1,0,1,3,0.3994495093812338,0.5856213449619383,-0.532098934295451,1.2101474363619655,1.0343568190481278,-1.1655287668613747,1.0840459408623655,-1.14080977663647,-0.8634979332138959,-0.977838290836158,1.5443499283488538,1.1142655626114704,0.2831028012669145,-0.7342672077230512,3,217198,12.7099609375
1975,1,1.9,1,2,0,31,0.9,151,1,17,775,1607,3022,13,5,19,0,0,1,3,1.676456913368959,0.4630423088631546,-0.532098934295451,-0.05768644143998903,1.3811654758957816,0.3037794800486472,-1.5391747266811688,1.1683548113647708,0.2927672445916541,0.8227067548971487,0.8278648503496457,0.16464113511687545,-0.1761069331481943,1.4624933239839086,3,1245425,5.851171875
1790,0,2.5,1,9,0,2,0.1,184,1,14,622,792,1366,7,0,20,1,1,1,1,1.255340389772294,1.198516525455856,1.0806711631577455,-1.6562595917120186,-1.3933037788854497,1.2362250982800074,-1.5391747266811688,0.6735338282216478,-0.052083773350352025,-1.0634683251448114,-0.6991612618339943,-1.259795506125017,-1.3241312691859664,1.6455567016261552,1,492624,4.833984375
831,1,0.7,0,2,1,62,0.7,134,8,9,1482,1490,2573,16,12,18,1,0,1,2,-0.9276366163315004,-1.007906124322248,-0.532098934295451,1.6511331329887322,0.6875481622004737,-0.17657129297962923,1.5212493854529545,-0.15116781035022395,1.8862944974347806,0.5519307004616771,0.4138342196911588,0.8768594557378216,1.4311271373046865,1.279429946341662,2,2208180,11.2126953125
645,0,0.5,0,1,0,41,1.0,197,7,10,327,580,2962,12,9,4,1,1,1,2,-1.3510294454611205,-1.253064196519815,-0.7624946625030504,0.49354567934346943,1.7279741327434355,1.6035521600075127,1.0840459408623655,0.013772517364150388,-0.7169925987940894,-1.5541052784808795,0.7725378172995139,-0.07276497175677328,0.7423125356820234,-1.2834573406497911,2,189660,10.392578125
1524,1,1.8,1,0,0,10,0.6,174,4,1,154,550,2678,16,5,13,1,0,1,2,0.6498431180062779,0.3404632727643712,-0.9928903907106499,-1.2152738950852517,0.34073950535281977,0.95366582002808,-0.22756439290940167,-1.4706904320652185,-1.106922181172959,-1.6235350360284364,0.5106565275288896,0.8768594557378216,-0.1761069331481943,0.3641130581304287,2,84700,8.415234375
668,0,2.9,1,7,0,30,0.2,195,8,12,522,1056,2399,10,5,7,1,1,1,1,-1.2986744182031569,1.6888326698509901,0.6198797067425464,-0.11280965351833487,-1.0464951220377958,1.5470403043571272,1.5212493854529545,0.34365317279289903,-0.27747659553466975,-0.45248645872631144,0.25338582384577635,-0.5475771855040708,-0.1761069331481943,-0.7342672077230512,2,551232,13.2427734375
1528,1,1.8,1,3,1,55,0.8,129,5,6,454,1762,1282,11,9,11,1,1,1,1,0.6589483401380978,0.3404632727643712,-0.3017032060878515,1.2652706484403113,1.0343568190481278,-0.3178509321055929,0.20963905168118738,-0.6459887934933469,-0.4307437146200058,1.181427168892859,-0.776619108104179,-0.310171078630422,0.7423125356820234,-0.002013697154064573,1,799948,8.051953125
1652,1,1.1,1,1,0,36,0.7,89,4,5,313,1264,2338,12,8,20,0,0,0,2,0.9412102262245112,-0.5175899799271135,-0.7624946625030504,0.2179296189517402,0.6875481622004737,-1.448088045113302,-0.22756439290940167,-0.8109291212077213,-0.7485475938998938,0.02889319360341583,0.19713667357814227,-0.07276497175677328,0.5127076684744689,1.6455567016261552,2,395632,7.383203125
1447,1,2.5,1,2,0,9,0.2,155,8,16,737,1455,568,12,11,8,0,0,0,0,0.47456759196874704,1.198516525455856,-0.532098934295451,-1.2703971071635978,-1.0464951220377958,0.4168031913494181,1.5212493854529545,1.0034144836503964,0.20711797216161337,0.4709293166561942,-1.4350108014007485,-0.07276497175677328,1.2015222700971322,-0.5512038300808045,0,1072335,11.0546875
1213,1,0.5,0,0,0,16,0.5,108,5,0,226,1248,2700,12,3,9,0,0,1,2,-0.0580879027427106,-1.253064196519815,-0.9928903907106499,-0.8845346226151768,-0.006069151494834045,-0.9112254164346402,0.20963905168118738,-1.635630759779593,-0.9446393492002503,-0.008136010421947807,0.5309431063139379,-0.07276497175677328,-0.6353166675633032,-0.36814045243855786,2,282048,8.13671875
1344,0,1.5,0,1,0,14,0.5,190,1,3,419,556,2074,8,1,5,1,1,0,1,0.24010812207438748,-0.027273835531979467,-0.7624946625030504,-0.9947810467718684,-0.006069151494834045,1.4057606652311636,-1.5391747266811688,-1.14080977663647,-0.509631202384517,-1.609649084518925,-0.046302271842438056,-1.0223893992513682,-1.094526401978412,-1.1003939630075446,1,232964,4.525390625
1272,1,2.5,1,0,0,22,0.9,133,6,8,605,669,2235,19,4,4,1,0,0,1,0.07621412370163128,1.198516525455856,-0.9928903907106499,-0.5537953501451016,1.3811654758957816,-0.20482722080482196,0.6468424962717764,-0.31610813806459825,-0.09040055312168604,-1.3481303310897943,0.10215860017541585,1.5890777763587678,-0.4057118003557487,-1.2834573406497911,2,404745,10.6826171875
564,0,3.0,1,1,0,8,0.7,130,2,3,853,1737,2227,9,2,14,1,0,1,1,-1.5354101936304714,1.8114117059497739,-0.7624946625030504,-1.3255203192419436,0.6875481622004737,-0.28959500428040014,-1.1019712820905798,-1.14080977663647,0.46857364589542194,1.1235690376032283,0.09478166243539826,-0.7849832923777195,-0.8649215347708576,0.5471764357726754,2,1481661,7.1748046875
866,0,0.5,1,5,1,46,0.5,179,8,7,692,1686,3825,12,11,2,1,1,1,3,-0.8479659226780772,-1.253064196519815,0.15908825032734747,0.7691617397351987,-0.006069151494834045,1.0949454591540435,1.5212493854529545,-0.4810484657789726,0.1056912021786704,1.0055384497723816,1.5683249760039109,-0.07276497175677328,1.2015222700971322,-1.6495840959342845,3,1166712,12.2353515625
921,0,0.6,1,1,0,60,0.1,83,2,3,1211,1229,1080,10,0,6,0,0,1,0,-0.7227691183655551,-1.1304851604210315,-0.7624946625030504,1.5408867088320406,-1.3933037788854497,-1.6176236120644585,-1.1019712820905798,-1.14080977663647,1.2754799493152795,-0.052108190202067126,-0.962886786039623,-0.5475771855040708,-1.3241312691859664,-0.9173305853652978,0,1488319,3.6546875
536,0,2.4,1,12,1,3,0.3,182,7,14,1386,1539,284,12,9,4,1,1,0,0,-1.5991467485532098,1.0759374893570723,1.7718583477805439,-1.6011363796336728,-0.6996864651901419,1.1797132426296217,1.0840459408623655,0.6735338282216478,1.6699173881378355,0.6653326377893533,-1.6968920911713727,-0.07276497175677328,0.7423125356820234,-1.2834573406497911,0,2133054,9.67734375
1413,1,1.7,0,2,0,10,0.2,200,6,6,314,1606,2867,5,4,15,0,1,0,2,0.3971732038482788,0.21788423666558757,-0.532098934295451,-1.2152738950852517,-1.0464951220377958,1.688319943483091,0.6468424962717764,-0.6459887934933469,-0.7462936656780507,0.8203924296455635,0.6849366816368051,-1.7346077198723144,-0.4057118003557487,0.7302398134149221,2,504284,10.4998046875
523,0,2.6,1,1,0,14,0.1,155,8,2,304,1042,1427,9,1,9,0,1,0,0,-1.6287387204816242,1.3210955615546396,-0.7624946625030504,-0.9947810467718684,-1.3933037788854497,0.4168031913494181,1.5212493854529545,-1.3057501043508444,-0.7688329478964824,-0.4848870122485046,-0.6429121115663603,-0.7849832923777195,-1.094526401978412,-0.36814045243855786,1,316768,11.9935546875
831,0,2.4,0,10,0,55,0.5,86,6,12,172,1239,1075,12,11,3,1,1,0,0,-0.9276366163315004,1.0759374893570723,1.311066891365345,1.2652706484403113,-0.006069151494834045,-1.5328558285888803,0.6468424962717764,0.34365317279289903,-1.0663514731797819,-0.028964937686214852,-0.9674973721271339,-0.07276497175677328,1.2015222700971322,-1.4665207182920377,0,213108,9.4498046875
1753,0,0.5,1,0,1,31,0.1,134,1,18,1590,1926,1324,17,0,17,1,0,1,2,1.1711170850529609,-1.253064196519815,-0.9928903907106499,-0.05768644143998903,-1.3933037788854497,-0.17657129297962923,-1.5391747266811688,1.333295139079145,2.1297187453938435,1.5609765101528361,-0.7378901849690866,1.1142655626114704,-1.3241312691859664,1.0963665686994153,1,3062340,2.79296875
802,0,0.5,1,3,0,43,0.6,153,5,6,527,734,3063,17,13,4,0,1,0,2,-0.9936494767871938,-1.253064196519815,-0.3017032060878515,0.6037921035001611,0.34073950535281977,0.36029133569903266,0.20963905168118738,-0.6459887934933469,-0.2662069544254539,-1.1976991897367546,0.8656716562672359,1.1142655626114704,1.6607320045122411,-1.2834573406497911,3,386818,8.4912109375
1218,0,1.8,1,1,1,14,0.5,147,3,4,229,616,398,17,0,5,1,0,0,0,-0.04670637507793586,0.3404632727643712,-0.7624946625030504,-0.9947810467718684,-0.006069151494834045,0.19075576874787625,-0.6647678374999907,-0.9758694489220956,-0.9378775645347207,-1.4707895694238113,-1.5917707283761222,1.1142655626114704,-1.3241312691859664,-1.1003939630075446,0,141064,5.188671875
1923,0,1.3,0,3,0,24,1.0,86,4,4,874,1264,2479,9,2,15,1,1,0,2,1.558089025655302,-0.2724319077295465,-0.3017032060878515,-0.44354892598840995,1.7279741327434355,-1.5328558285888803,-0.22756439290940167,-0.9758694489220956,0.5159061385541287,0.02889319360341583,0.3271552012459522,-0.7849832923777195,-0.8649215347708576,0.7302398134149221,2,1104736,7.7208984375
1537,1,2.5,0,4,1,43,0.3,137,1,5,839,1131,3685,18,17,17,1,1,1,3,0.6794350899346923,1.198516525455856,-0.07130747788025202,0.6037921035001611,-0.6996864651901419,-0.09180350950405104,-1.5391747266811688,-0.8109291212077213,0.4370186507896175,-0.2789120648574194,1.4392285655536032,1.351671669485119,2.579151473342459,1.0963665686994153,3,948909,7.0986328125
1193,1,3.0,0,10,0,56,0.4,196,3,17,674,864,2394,19,11,14,1,1,0,2,-0.10361401340180955,1.8114117059497739,1.311066891365345,1.3203938605186571,-0.3528778083424879,1.57529623218232,-0.6647678374999907,1.1683548113647708,0.0651204941854932,-0.8968369070306751,0.24877523775826535,1.5890777763587678,1.2015222700971322,0.5471764357726754,2,582336,8.337890625
786,0,2.2,1,0,0,33,0.5,141,7,6,507,1697,2390,12,11,5,1,0,1,2,-1.030070365314473,0.8307794171595057,-0.9928903907106499,0.05255998271670267,-0.006069151494834045,0.021220201796719875,1.0840459408623655,-0.6459887934933469,-0.3112855188623174,1.0309960275398191,0.24508676888825656,-0.07276497175677328,1.2015222700971322,-1.1003939630075446,2,860379,11.533984375
904,1,1.2,1,10,1,31,0.8,112,3,11,657,1014,2814,13,3,19,1,0,0,2,-0.7614663124257892,-0.3950109438283302,1.311066891365345,-0.05768644143998903,1.0343568190481278,-0.7982017051338693,-0.6647678374999907,0.17871284507852472,0.026803714414159185,-0.549688119292891,0.6360644691091886,0.16464113511687545,-0.6353166675633032,1.4624933239839086,2,666198,6.948046875
1678,0,2.1,0,3,1,64,0.9,134,3,11,436,536,278,19,0,10,1,1,0,0,1.00039417008134,0.7082003810607219,-0.3017032060878515,1.761379557145424,1.3811654758957816,-0.17657129297962923,-0.6647678374999907,0.17871284507852472,-0.471314422613183,-1.6559355895506296,-1.702424794476386,1.5890777763587678,-1.3241312691859664,-0.18507707479631122,0,233696,5.371484375
1285,0,2.4,0,1,1,51,1.0,140,7,2,475,500,2094,8,0,10,1,0,0,1,0.1058060956300456,1.0759374893570723,-0.7624946625030504,1.044777800126928,1.7279741327434355,-0.007035726028472855,1.0840459408623655,-1.3057501043508444,-0.3834112219612991,-1.7392512986076978,-0.02785992749239409,-1.0223893992513682,-1.3241312691859664,-0.18507707479631122,1,237500,11.444921875
1814,0,1.4,1,1,1,9,0.4,141,2,2,756,786,3556,18,12,16,1,0,0,3,1.3099717225632126,-0.14985287163076313,-0.7624946625030504,-1.2703971071635978,-0.3528778083424879,0.021220201796719875,-1.1019712820905798,-1.3057501043508444,0.24994260837663373,-1.0773542766543227,1.3202754444958196,1.351671669485119,1.4311271373046865,0.9133031910571687,3,594216,6.87265625
1635,0,2.6,1,0,1,2,0.6,182,4,0,1209,1411,2315,10,1,2,1,1,0,2,0.9025130321642771,1.3210955615546396,-0.9928903907106499,-1.6562595917120186,0.34073950535281977,1.1797132426296217,-0.22756439290940167,-1.635630759779593,1.270972092871593,0.3690990055864442,0.1759279775755917,-0.5475771855040708,-1.094526401978412,-1.6495840959342845,2,1705899,8.8607421875
1101,0,1.8,0,0,0,31,0.2,148,2,7,387,1269,2196,12,6,19,0,1,1,1,-0.3130341224336647,0.3404632727643712,-0.9928903907106499,-0.05768644143998903,-1.0464951220377958,0.219011696573069,-1.1019712820905798,-0.4810484657789726,-0.5817569054834987,0.04046481986134196,0.06619602869283012,-0.07276497175677328,0.053497934059360104,1.4624933239839086,1,491103,5.94453125
1923,0,1.0,1,5,1,14,0.9,154,4,6,15,525,2519,13,0,16,1,0,1,2,1.558089025655302,-0.6401690160258973,0.15908825032734747,-0.9947810467718684,1.3811654758957816,0.38854726352422536,-0.22756439290940167,-0.6459887934933469,-1.4202182040091607,-1.681393167318067,0.36403988994604014,0.16464113511687545,-1.3241312691859664,0.9133031910571687,2,7875,7.4599609375
1461,0,2.4,1,3,1,40,0.5,141,7,4,1265,1298,3799,16,1,4,1,0,0,3,0.5064358694301163,1.0759374893570723,-0.3017032060878515,0.4384224672651236,-0.006069151494834045,0.021220201796719875,1.0840459408623655,-0.9758694489220956,1.397192073294811,0.10758025215731355,1.5443499283488538,0.8768594557378216,-1.094526401978412,-1.2834573406497911,3,1641970,13.1099609375
1851,1,1.9,1,3,1,12,0.9,198,6,11,293,1967,735,7,6,14,1,0,1,0,1.3941950272825456,0.4630423088631546,-0.3017032060878515,-1.1050274709285601,1.3811654758957816,1.6318080878327055,0.6468424962717764,0.17871284507852472,-0.7936261583367574,1.6558638454678305,-1.2810172260778814,-1.259795506125017,0.053497934059360104,0.5471764357726754,0,576331,8.6177734375
1216,0,3.0,0,4,0,47,0.4,199,3,7,1852,1967,2268,13,5,4,0,1,1,2,-0.05125898614384576,1.8114117059497739,-0.07130747788025202,0.8242849518135446,-0.3528778083424879,1.6600640156578983,-0.6647678374999907,-0.4810484657789726,2.720247939516756,1.6558638454678305,0.13258846835298838,0.16464113511687545,-0.1761069331481943,-1.2834573406497911,2,3642884,8.21484375
727,1,1.5,0,0,1,32,1.0,131,7,1,813,1377,1891,19,13,7,1,0,1,1,-1.164372391758815,-0.027273835531979467,-0.9928903907106499,-0.002563229361643179,1.7279741327434355,-0.26133907645520743,1.0840459408623655,-1.4706904320652185,0.3784165170216949,0.29041194703254647,-0.2150497226453403,1.5890777763587678,1.6607320045122411,-0.7342672077230512,1,1119501,10.3466796875
506,0,1.6,0,6,1,41,0.8,159,1,7,875,1025,2965,13,10,15,1,0,0,2,-1.6674359145418582,0.0953052005668042,0.38948397853494693,0.49354567934346943,1.0343568190481278,0.5298269026501891,-1.5391747266811688,-0.4810484657789726,0.5181600667759718,-0.5242305415254535,0.7753041689520205,0.16464113511687545,0.9719174028895778,0.7302398134149221,2,896875,5.4955078125
1396,0,1.5,1,0,1,44,0.1,118,6,1,173,1843,1386,7,1,8,1,1,1,1,0.3584760097880447,-0.027273835531979467,-0.9928903907106499,0.658915315578507,-1.3933037788854497,-0.6286661381827129,0.6468424962717764,-1.4706904320652185,-1.0640975449579386,1.3688875142712624,-0.6807189174839504,-1.259795506125017,-1.094526401978412,-0.5512038300808045,1,318839,8.853515625
843,1,0.5,0,1,1,56,0.1,147,5,17,140,800,2341,10,1,20,1,1,1,1,-0.9003209499360411,-1.253064196519815,-0.7624946625030504,1.3203938605186571,-1.3933037788854497,0.19075576874787625,0.20963905168118738,1.1683548113647708,-1.1384771762787635,-1.0449537231321295,0.19990302523064885,-0.5475771855040708,-1.094526401978412,1.6455567016261552,2,112000,7.7861328125
877,0,1.3,1,9,1,46,0.8,135,1,14,457,652,3260,14,12,6,1,0,0,2,-0.8229265618155729,-0.2724319077295465,1.0806711631577455,0.7691617397351987,1.0343568190481278,-0.1483153651544365,-1.5391747266811688,0.6735338282216478,-0.4239819299544763,-1.3874738603667431,1.047328748115169,0.40204724199052416,1.4311271373046865,-0.9173305853652978,3,297964,5.48359375
